antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'reserved_room_type_A', 'market_segment_Offline TA/TO', 'customer_type_Transient', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.07113661110645783,0.37041628277075134,0.04214758354971103,0.5924879312374897,1.5995191323816003,0.015797424494748375,1.5449449611175985
"frozenset({'market_segment_Offline TA/TO', 'customer_type_Transient', 'assigned_room_type_A', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.06230840103861295,0.37041628277075134,0.04173716391657593,0.6698480978626159,1.8083656929227956,0.018657117618463694,1.9069516581711645
"frozenset({'deposit_type_Non Refund', 'market_segment_Offline TA/TO', 'customer_type_Transient', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.037172292486807944,0.37041628277075134,0.037172292486807944,1.0,2.6996653400868307,0.023403070081777416,inf
"frozenset({'market_segment_Offline TA/TO', 'assigned_room_type_A', 'meal_BB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.08590334198844124,0.37041628277075134,0.047399279671664296,0.5517745709828393,1.489606684823652,0.01557928305472129,1.4046140099854632
"frozenset({'deposit_type_Non Refund', 'market_segment_Offline TA/TO', 'meal_BB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.03437473825278499,0.37041628277075134,0.03436636234190468,0.9997563352826511,2.6990075268948015,0.021633399577090515,2583.811575508763
"frozenset({'reserved_room_type_A', 'market_segment_Offline TA/TO', 'assigned_room_type_A', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.11287377502303375,0.37041628277075134,0.05764301867828126,0.5106856634016028,1.3786803851645568,0.01583273451194702,1.2866651764302934
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'market_segment_Offline TA/TO', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.04053103274981154,0.37041628277075134,0.040522656838931234,0.9997933457325894,2.699107442723721,0.02550930235088646,3046.555607672335
"frozenset({'deposit_type_Non Refund', 'market_segment_Offline TA/TO', 'assigned_room_type_A', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.04043052181924784,0.37041628277075134,0.040422145908367534,0.9997928319867413,2.6991060557818614,0.025446022305599995,3039.000603066252
"frozenset({'distribution_channel_TA/TO', 'customer_type_Transient', 'meal_BB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.32548789680877793,0.37041628277075134,0.16958706759360082,0.5210241893978385,1.4065909454641807,0.0490210507708234,1.314437395988213
"frozenset({'distribution_channel_TA/TO', 'meal_HB', 'customer_type_Transient', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.020931401289890277,0.37041628277075134,0.011818410252114917,0.564625850340136,1.5243008382803191,0.0040650783931308505,1.4460751005109305
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'customer_type_Transient', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.32150933914063157,0.37041628277075134,0.1710947315520563,0.5321610003907776,1.4366566081009167,0.05200243727150272,1.3457273073752483
"frozenset({'distribution_channel_TA/TO', 'assigned_room_type_A', 'customer_type_Transient', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.30084596699891114,0.37041628277075134,0.16969595443504482,0.5640625870037307,1.522780215773684,0.05825770965273602,1.4442066646723817
"frozenset({'distribution_channel_TA/TO', 'customer_type_Transient', 'deposit_type_Non Refund', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.09135605997152191,0.37041628277075134,0.09135605997152191,1.0,2.6996653400868307,0.05751628782828893,inf
"frozenset({'distribution_channel_TA/TO', 'assigned_room_type_A', 'meal_BB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.30361001758941286,0.37041628277075134,0.16354803584889857,0.538677996027367,1.4542503153425141,0.05108594172146583,1.3647381044208708
"frozenset({'distribution_channel_TA/TO', 'deposit_type_Non Refund', 'meal_BB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.0940949828293827,0.37041628277075134,0.09406985509674178,0.999732953533915,2.6989444039981483,0.05921554132970416,2357.581159785359
"frozenset({'distribution_channel_TA/TO', 'meal_HB', 'deposit_type_Non Refund', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.010134852165172962,0.37041628277075134,0.010134852165172962,1.0,2.6996653400868307,0.0063807378997184925,inf
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'assigned_room_type_A', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.419809029231929,0.37041628277075134,0.2129407823100762,0.5072324973563975,1.3693579924787513,0.05743668222838738,1.2776486149180974
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'deposit_type_Non Refund', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.10385291900494178,0.37041628277075134,0.10384454309406148,0.9999193483345431,2.6994476075809763,0.06537573088135903,7806.2085099247515
"frozenset({'distribution_channel_TA/TO', 'assigned_room_type_A', 'deposit_type_Non Refund', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.10361001758941285,0.37041628277075134,0.10360164167853254,0.9999191592562652,2.6994470971329028,0.06522280410525008,7787.950582127727
"frozenset({'reserved_room_type_A', 'customer_type_Transient', 'meal_BB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.27437808861713714,0.37041628277075134,0.1392578942960047,0.5075401428658648,1.3701885323976934,0.03762378263670095,1.2784467771507393
"frozenset({'assigned_room_type_A', 'customer_type_Transient', 'meal_BB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.25284362174386465,0.37041628277075134,0.13779210989195076,0.5449696889389473,1.4712357806263774,0.0441347154032945,1.3836083046009997
"frozenset({'deposit_type_Non Refund', 'customer_type_Transient', 'meal_BB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.08827372476756848,0.37041628277075134,0.08827372476756848,1.0,2.6996653400868307,0.055575699772837356,inf
"frozenset({'reserved_room_type_A', 'assigned_room_type_A', 'customer_type_Transient', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.34203869670826703,0.37041628277075134,0.17900996733394756,0.5233617396414928,1.412901548837686,0.052313264735518866,1.3208837174667898
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'customer_type_Transient', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.09407823100762208,0.37041628277075134,0.09407823100762208,1.0,2.6996653400868307,0.05923012238813068,inf
"frozenset({'deposit_type_Non Refund', 'assigned_room_type_A', 'customer_type_Transient', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.09381857777033252,0.37041628277075134,0.09381857777033252,1.0,2.6996653400868307,0.0590666489378073,inf
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'meal_BB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.09688416115252534,0.37041628277075134,0.09680877795460256,0.9992219244402178,2.697564796466118,0.0609213071211217,809.1549841322861
"frozenset({'deposit_type_Non Refund', 'assigned_room_type_A', 'meal_BB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.09659100427171455,0.37041628277075134,0.0965407488064327,0.9994797086368366,2.6982607275269515,0.06076186805501043,1210.0599045144338
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'meal_HB', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.010084596699891113,0.37041628277075134,0.010084596699891113,1.0,2.6996653400868307,0.006349097877075261,inf
"frozenset({'deposit_type_Non Refund', 'meal_HB', 'assigned_room_type_A', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.010084596699891113,0.37041628277075134,0.010084596699891113,1.0,2.6996653400868307,0.006349097877075261,inf
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'assigned_room_type_A', 'hotel_City Hotel'})",frozenset({'is_canceled'}),0.1067258564368875,0.37041628277075134,0.10667560097160567,0.9995291163082719,2.6983941117050603,0.06714260595472893,1337.0259541559794
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'market_segment_Groups', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.025429265432615797,0.37041628277075134,0.012940782310076221,0.5088932806324111,1.373841551526401,0.0035213683349359162,1.2819692592273637
"frozenset({'distribution_channel_TA/TO', 'assigned_room_type_A', 'market_segment_Groups', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.021542842784152777,0.37041628277075134,0.01242147583549711,0.5765940902021773,1.5566110806177178,0.004441656091076536,1.4869507077260127
"frozenset({'reserved_room_type_A', 'market_segment_Groups', 'customer_type_Transient', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.011500125638663204,0.37041628277075134,0.010361001758941285,0.9009468317552805,2.432254934950772,0.006101167968471048,6.356017968792345
"frozenset({'assigned_room_type_A', 'market_segment_Groups', 'customer_type_Transient', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.010888684144400704,0.37041628277075134,0.010134852165172962,0.9307692307692307,2.5127654319269728,0.006101506260139234,9.093987026644692
"frozenset({'deposit_type_Non Refund', 'market_segment_Groups', 'customer_type_Transient', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.01195242482619985,0.37041628277075134,0.01195242482619985,1.0,2.6996653400868307,0.0075250520519820575,inf
"frozenset({'reserved_room_type_A', 'assigned_room_type_A', 'market_segment_Groups', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.03280844291816735,0.37041628277075134,0.016919339978222633,0.5157007914220068,1.3922195524573395,0.0047665585089787035,1.2999891514955022
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'market_segment_Groups', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.010930563698802244,0.37041628277075134,0.010453136778624675,0.9563218390804598,2.581748922933613,0.006404278004725434,14.414153526038056
"frozenset({'deposit_type_Non Refund', 'assigned_room_type_A', 'market_segment_Groups', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.010654158639752073,0.37041628277075134,0.010243739006616969,0.9614779874213836,2.5956687978979507,0.006297265167230122,16.34347935337965
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'customer_type_Transient', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.01161738839098752,0.37041628277075134,0.01161738839098752,1.0,2.6996653400868307,0.007314118567693843,inf
"frozenset({'deposit_type_Non Refund', 'assigned_room_type_A', 'customer_type_Transient', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.011273976044894883,0.37041628277075134,0.011273976044894883,1.0,2.6996653400868307,0.007097911746298423,inf
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'assigned_room_type_A', 'hotel_Resort Hotel'})",frozenset({'is_canceled'}),0.012011056202362006,0.37041628277075134,0.01151687746042382,0.9588563458856346,2.5885912431097573,0.007067786669794309,15.302085601809209
"frozenset({'distribution_channel_TA/TO', 'market_segment_Groups', 'meal_BB', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.05467794622665215,0.37041628277075134,0.053831979227741016,0.9845281862745098,2.657896620823845,0.0335783776369255,40.692302040322055
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'market_segment_Groups', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.06211575508836586,0.37041628277075134,0.0611357735153698,0.9842233009708738,2.6570735325369172,0.03812708641403893,39.905921768992535
"frozenset({'distribution_channel_TA/TO', 'assigned_room_type_A', 'market_segment_Groups', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.06141217857441997,0.37041628277075134,0.060775609347516545,0.9896344789961812,2.671681902300879,0.03802753844312632,60.73826072006415
"frozenset({'distribution_channel_TA/TO', 'market_segment_Groups', 'deposit_type_Non Refund', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.061562944970265515,0.37041628277075134,0.061562944970265515,1.0,2.6996653400868307,0.038759027737959445,inf
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'market_segment_Groups', 'meal_BB'})",frozenset({'is_canceled'}),0.11018510763045482,0.37041628277075134,0.0781304966915152,0.7090839984796655,1.9142894939057358,0.03731613870634698,2.1641426182782246
"frozenset({'distribution_channel_TA/TO', 'assigned_room_type_A', 'market_segment_Groups', 'meal_BB'})",frozenset({'is_canceled'}),0.1027556746796214,0.37041628277075134,0.07743529608844962,0.7535865666775351,2.0344315348143747,0.03937292104002365,2.5549894287027537
"frozenset({'distribution_channel_TA/TO', 'market_segment_Groups', 'deposit_type_Non Refund', 'meal_BB'})",frozenset({'is_canceled'}),0.062099003266605245,0.37041628277075134,0.062099003266605245,1.0,2.6996653400868307,0.039096521312820584,inf
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'assigned_room_type_A', 'market_segment_Groups'})",frozenset({'is_canceled'}),0.12692017756931065,0.37041628277075134,0.09045146159644861,0.7126641589124266,1.9239547289380112,0.04343816121262087,2.191107502796235
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'market_segment_Groups', 'deposit_type_Non Refund'})",frozenset({'is_canceled'}),0.07033252366194824,0.37041628277075134,0.06993885585057374,0.9944027628915088,2.6845546730647887,0.04388654387782896,112.48115901221036
"frozenset({'distribution_channel_TA/TO', 'assigned_room_type_A', 'market_segment_Groups', 'deposit_type_Non Refund'})",frozenset({'is_canceled'}),0.06995560767233437,0.37041628277075134,0.06958706759360081,0.9947318007662835,2.6854429652108944,0.04367437144064566,119.50643650678855
"frozenset({'reserved_room_type_A', 'market_segment_Groups', 'meal_BB', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.05804506240053606,0.37041628277075134,0.05576681464109222,0.9607503607503608,2.593704449393668,0.03426597839348935,16.04049691323051
"frozenset({'assigned_room_type_A', 'market_segment_Groups', 'meal_BB', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.05698969762961722,0.37041628277075134,0.055507161403802664,0.9739858906525574,2.6294359507283107,0.034397249451610754,24.20162492671082
"frozenset({'deposit_type_Non Refund', 'market_segment_Groups', 'meal_BB', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.05640338386799564,0.37041628277075134,0.05640338386799564,1.0,2.6996653400868307,0.035510652079920935,inf
"frozenset({'reserved_room_type_A', 'assigned_room_type_A', 'market_segment_Groups', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.06689002429014156,0.37041628277075134,0.06516458664879805,0.974204858502379,2.630027090643068,0.040387432496798555,24.407065853362887
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'market_segment_Groups', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.06473741519390233,0.37041628277075134,0.06473741519390233,1.0,2.6996653400868307,0.04075762250159027,inf
"frozenset({'deposit_type_Non Refund', 'assigned_room_type_A', 'market_segment_Groups', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.06436887511516877,0.37041628277075134,0.06436887511516877,1.0,2.6996653400868307,0.04052559566887323,inf
"frozenset({'reserved_room_type_A', 'assigned_room_type_A', 'market_segment_Groups', 'meal_BB'})",frozenset({'is_canceled'}),0.11283189546863222,0.37041628277075134,0.08153111650892035,0.7225892658303021,1.9507491960808558,0.039736345211451626,2.269500201978916
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'market_segment_Groups', 'meal_BB'})",frozenset({'is_canceled'}),0.06411759778875953,0.37041628277075134,0.06400033503643521,0.9981711299804049,2.694728003083406,0.040250132803332755,344.2473825278405
"frozenset({'deposit_type_Non Refund', 'assigned_room_type_A', 'market_segment_Groups', 'meal_BB'})",frozenset({'is_canceled'}),0.06381606499706843,0.37041628277075134,0.06375743362090627,0.9990812442577766,2.697185007053544,0.040118924043635526,685.2569059384807
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'assigned_room_type_A', 'market_segment_Groups'})",frozenset({'is_canceled'}),0.07437808861713711,0.37041628277075134,0.07395091716224139,0.9942567567567567,2.684160505363359,0.04640006205708793,109.621635470504
"frozenset({'distribution_channel_TA/TO', 'market_segment_Offline TA/TO', 'customer_type_Transient', 'assigned_room_type_A'})",frozenset({'is_canceled'}),0.07983918251109808,0.37041628277075134,0.04609263757433621,0.5773185060847672,1.558566761067754,0.01651890436911968,1.4894991294686521
"frozenset({'distribution_channel_TA/TO', 'market_segment_Offline TA/TO', 'customer_type_Transient', 'deposit_type_Non Refund'})",frozenset({'is_canceled'}),0.0383532959209314,0.37041628277075134,0.0383532959209314,1.0,2.6996653400868307,0.024146610613893373,inf
"frozenset({'distribution_channel_TA/TO', 'market_segment_Offline TA/TO', 'deposit_type_Non Refund', 'meal_BB'})",frozenset({'is_canceled'}),0.03520395342993551,0.37041628277075134,0.03517882569729458,0.9992862241256245,2.697738384098189,0.022138708128943228,882.0467878381249
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'market_segment_Offline TA/TO', 'deposit_type_Non Refund'})",frozenset({'is_canceled'}),0.04166178071865315,0.37041628277075134,0.041636652986012226,0.9993968636911942,2.6980370738985995,0.026204451038598565,1043.8498031660454
"frozenset({'deposit_type_Non Refund', 'distribution_channel_TA/TO', 'market_segment_Offline TA/TO', 'assigned_room_type_A'})",frozenset({'is_canceled'}),0.041552893877209146,0.37041628277075134,0.04152776614456822,0.9993952832090304,2.6980328071256814,0.026135897656204894,1041.1216070579878
"frozenset({'reserved_room_type_A', 'market_segment_Offline TA/TO', 'customer_type_Transient', 'meal_BB'})",frozenset({'is_canceled'}),0.07924449283859619,0.37041628277075134,0.041125722422313424,0.5189726244583025,1.4010524067039782,0.011772271954987198,1.3088313664482358
"frozenset({'market_segment_Offline TA/TO', 'customer_type_Transient', 'assigned_room_type_A', 'meal_BB'})",frozenset({'is_canceled'}),0.06672250607253538,0.37041628277075134,0.04054778457157216,0.6077077579713784,1.6406075710972068,0.01583268189503472,1.6048844452634228
"frozenset({'deposit_type_Non Refund', 'market_segment_Offline TA/TO', 'customer_type_Transient', 'meal_BB'})",frozenset({'is_canceled'}),0.03518720160817489,0.37041628277075134,0.03518720160817489,1.0,2.6996653400868307,0.02215328918736974,inf
"frozenset({'reserved_room_type_A', 'market_segment_Offline TA/TO', 'customer_type_Transient', 'assigned_room_type_A'})",frozenset({'is_canceled'}),0.07993969344166178,0.37041628277075134,0.04612614121785744,0.5770117351215424,1.5577385821309908,0.016515177127363674,1.4884188747178473
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'market_segment_Offline TA/TO', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.03812714632716308,0.37041628277075134,0.03812714632716308,1.0,2.6996653400868307,0.024004230511998827,inf
"frozenset({'deposit_type_Non Refund', 'market_segment_Offline TA/TO', 'customer_type_Transient', 'assigned_room_type_A'})",frozenset({'is_canceled'}),0.038018259485719075,0.37041628277075134,0.038018259485719075,1.0,2.6996653400868307,0.02393567712960516,inf
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'market_segment_Offline TA/TO', 'meal_BB'})",frozenset({'is_canceled'}),0.03502805930144903,0.37041628277075134,0.035002931568808106,0.9992826398852224,2.6977287078486047,0.022027968049691912,877.6397018175559
"frozenset({'deposit_type_Non Refund', 'market_segment_Offline TA/TO', 'assigned_room_type_A', 'meal_BB'})",frozenset({'is_canceled'}),0.034919172460005025,0.37041628277075134,0.0348940447273641,0.9992804029743343,2.697722668937811,0.021959414667298244,874.9115057094809
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'market_segment_Offline TA/TO', 'assigned_room_type_A'})",frozenset({'is_canceled'}),0.041552893877209146,0.37041628277075134,0.04152776614456822,0.9993952832090304,2.6980328071256814,0.026135897656204894,1041.1216070579878
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'customer_type_Transient', 'meal_BB'})",frozenset({'is_canceled'}),0.30574587486389143,0.37041628277075134,0.1549543512857023,0.5068076596444128,1.3682110728325443,0.04170110084612835,1.2765480436604602
"frozenset({'distribution_channel_TA/TO', 'assigned_room_type_A', 'customer_type_Transient', 'meal_BB'})",frozenset({'is_canceled'}),0.27037440321634976,0.37041628277075134,0.15286874947650558,0.5653965303593558,1.5263814164165042,0.05271766808074503,1.4486394177888768
"frozenset({'distribution_channel_TA/TO', 'customer_type_Transient', 'deposit_type_Non Refund', 'meal_BB'})",frozenset({'is_canceled'}),0.08927045816232515,0.37041628277075134,0.08927045816232515,1.0,2.6996653400868307,0.05620322688859479,inf
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'meal_HB', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.03201273138453807,0.37041628277075134,0.01674344584973616,0.5230245944531658,1.4119913696581825,0.0048854088889369995,1.319950064317163
"frozenset({'distribution_channel_TA/TO', 'meal_HB', 'customer_type_Transient', 'assigned_room_type_A'})",frozenset({'is_canceled'}),0.028277075131920595,0.37041628277075134,0.016550799899489068,0.5853080568720379,1.580135874411012,0.006076510841493788,1.5181961638328167
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'assigned_room_type_A', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.3753664461010135,0.37041628277075134,0.20398693357902672,0.5434341180408345,1.4670902530954963,0.06494508993742171,1.378954806100815
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'customer_type_Transient', 'deposit_type_Non Refund'})",frozenset({'is_canceled'}),0.09943881397101935,0.37041628277075134,0.09943881397101935,1.0,2.6996653400868307,0.06260505813674211,inf
"frozenset({'distribution_channel_TA/TO', 'assigned_room_type_A', 'customer_type_Transient', 'deposit_type_Non Refund'})",frozenset({'is_canceled'}),0.0989781388726024,0.37041628277075134,0.0989781388726024,1.0,2.6996653400868307,0.062315024595845814,inf
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'assigned_room_type_A', 'meal_BB'})",frozenset({'is_canceled'}),0.37468799731970853,0.37041628277075134,0.19079487394254124,0.5092099968703894,1.3746965793767136,0.05200433877655758,1.2827965386715194
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'deposit_type_Non Refund', 'meal_BB'})",frozenset({'is_canceled'}),0.09690091297428595,0.37041628277075134,0.09687578524164503,0.9997406863168814,2.698965279924305,0.06098210926061796,2427.8846748757965
"frozenset({'distribution_channel_TA/TO', 'assigned_room_type_A', 'deposit_type_Non Refund', 'meal_BB'})",frozenset({'is_canceled'}),0.09656587653907363,0.37041628277075134,0.0965407488064327,0.9997397866250324,2.6989628510574035,0.06077117577632973,2419.4902253106234
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'meal_HB', 'deposit_type_Non Refund'})",frozenset({'is_canceled'}),0.013141804171203619,0.37041628277075134,0.012748136359829132,0.9700446144040791,2.6187958238445868,0.007880198109830733,21.0173798368658
"frozenset({'deposit_type_Non Refund', 'distribution_channel_TA/TO', 'meal_HB', 'assigned_room_type_A'})",frozenset({'is_canceled'}),0.013049669151520229,0.37041628277075134,0.012681129072786665,0.9717586649550705,2.623423186708255,0.007847319134292399,22.292987078253738
"frozenset({'reserved_room_type_A', 'distribution_channel_TA/TO', 'assigned_room_type_A', 'deposit_type_Non Refund'})",frozenset({'is_canceled'}),0.11237959628109558,0.37041628277075134,0.11198592846972108,0.9964969814414548,2.690208362298645,0.0703586961559999,179.72605817158956
"frozenset({'reserved_room_type_A', 'assigned_room_type_A', 'customer_type_Transient', 'meal_BB'})",frozenset({'is_canceled'}),0.32740598040036856,0.37041628277075134,0.16587653907362426,0.5066386963084244,1.367754928370631,0.044600032856806276,1.2761108593608557
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'customer_type_Transient', 'meal_BB'})",frozenset({'is_canceled'}),0.09271295753413183,0.37041628277075134,0.09271295753413183,1.0,2.6996653400868307,0.0583705684396562,inf
"frozenset({'deposit_type_Non Refund', 'assigned_room_type_A', 'customer_type_Transient', 'meal_BB'})",frozenset({'is_canceled'}),0.09223553061395427,0.37041628277075134,0.09223553061395427,1.0,2.6996653400868307,0.058069988224545496,inf
"frozenset({'reserved_room_type_A', 'meal_HB', 'customer_type_Transient', 'assigned_room_type_A'})",frozenset({'is_canceled'}),0.03129240304883156,0.37041628277075134,0.017564285116006367,0.5612955032119915,1.5153100155680097,0.0059730694996940545,1.4350974786872932
"frozenset({'reserved_room_type_A', 'deposit_type_Non Refund', 'assigned_room_type_A', 'customer_type_Transient'})",frozenset({'is_canceled'}),0.1050925538152274,0.37041628277075134,0.1050925538152274,1.0,2.6996653400868307,0.06616456068410573,inf
